ASV	Domain	Phylum	Class	Order	Family	Genus
ASV10373	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV10374	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV10375	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
ASV10376	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsterales_fam	Elsterales_genus
ASV10377	Bacteria	MBNT15	MBNT15_class	MBNT15_order	MBNT15_fam	MBNT15_genus
ASV10378	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_order	JG30-KF-CM66_fam	JG30-KF-CM66_genus
ASV10379	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV10380	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV10381	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085
ASV10382	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10383	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV10384	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10385	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV10386	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27	mle1-27
ASV10387	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10388	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV10389	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast
ASV10390	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellia_order	Blastocatellia_fam	Blastocatellia_genus
ASV10391	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacteraceae_genus
ASV10392	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus
ASV10393	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria_genus
ASV10394	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV10395	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV10396	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV10397	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV10398	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales
ASV10399	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
ASV10400	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10401	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV10402	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10403	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10404	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV10405	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV10406	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans
ASV10407	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida
ASV10408	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10409	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10410	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_genus
ASV10411	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
ASV10412	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10413	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10414	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae_genus
ASV10415	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10416	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera
ASV10417	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV10418	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosomaceae_genus
ASV10419	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV10420	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
ASV10421	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
ASV10422	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV10423	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10424	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV10425	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10426	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV10427	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosomaceae_genus
ASV10428	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10429	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera
ASV10430	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV10431	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV10432	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichales_fam	Microtrichales_genus
ASV10433	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV10434	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10435	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales
ASV10436	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV10437	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
ASV10438	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV10439	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108_order	MB-A2-108_fam	MB-A2-108_genus
ASV10440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_fam	Rhodospirillales_genus
ASV10441	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV10442	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga
ASV10443	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV10444	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10445	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella
ASV10446	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetales_fam	Planctomycetales_genus
ASV10447	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV10448	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14_order	0319-7L14_fam	0319-7L14_genus
ASV10449	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19	Blfdi19
ASV10450	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV10451	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia
ASV10452	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV10453	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV10454	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV10455	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae_genus
ASV10456	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
ASV10457	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV10458	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	OPS 17	OPS 17_genus
ASV10459	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10460	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexaceae_genus
ASV10461	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea
ASV10462	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45_genus
ASV10463	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonadaceae_genus
ASV10464	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10465	Bacteria	Chloroflexi	OLB14	OLB14_order	OLB14_fam	OLB14_genus
ASV10466	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga
ASV10467	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV10468	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10469	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV10470	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84_genus
ASV10471	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_order	Gammaproteobacteria_fam	Acidibacter
ASV10472	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10473	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes
ASV10474	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
ASV10475	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus
ASV10476	Bacteria	Myxococcota	Myxococcota_class	Myxococcota_order	Myxococcota_fam	Myxococcota_genus
ASV10477	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10478	Bacteria	Planctomycetota	OM190	OM190_order	OM190_fam	OM190_genus
ASV10479	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_order	JG30-KF-CM66_fam	JG30-KF-CM66_genus
ASV10480	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	R7C24	R7C24
ASV10481	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV10482	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_fam	Nordella
ASV10483	Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100	DS-100
ASV10484	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus
ASV10485	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV10486	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV10487	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae_genus
ASV10488	Bacteria	Acidobacteriota	Acidobacteriota_SG22	Acidobacteriota_SG22_order	Acidobacteriota_SG22_fam	Acidobacteriota_SG22_genus
ASV10489	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10490	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10491	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiales	Frankiales
ASV10492	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsaceae_genus
ASV10493	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV10494	Bacteria	Myxococcota	Myxococcota_class	Myxococcota_order	Myxococcota_fam	Myxococcota_genus
ASV10495	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Knoellia
ASV10496	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04
ASV10497	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10498	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_fam	Rhizobiales_fam_genus
ASV10499	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV10500	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10501	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV10502	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Caldilineaceae_genus
ASV10503	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella
ASV10504	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV10505	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha
ASV10506	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
ASV10507	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_genus
ASV10508	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
ASV10509	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10510	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV10511	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter
ASV10512	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10513	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10514	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionales	Vampirovibrionales
ASV10515	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10516	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10517	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10518	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_fam	Rhizobiales_genus
ASV10519	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_order	Alphaproteobacteria_fam	Alphaproteobacteria_genus
ASV10520	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_genus
ASV10521	Bacteria	Actinobacteriota	Thermoleophilia	Thermoleophilia_order	Thermoleophilia_fam	Thermoleophilia_genus
ASV10522	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_fam	Bauldia
ASV10523	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04
ASV10524	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14_order	0319-7L14_fam	0319-7L14_genus
ASV10525	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Thalassobaculales_fam	Thalassobaculales_genus
ASV10526	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV10527	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV10528	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
ASV10529	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV10530	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10531	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	A0839_genus
ASV10532	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV10533	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	UBA12409_genus
ASV10534	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV10535	Bacteria	Acidobacteriota	Acidobacteriota_SG18	Acidobacteriota_SG18_order	Acidobacteriota_SG18_fam	Acidobacteriota_SG18_genus
ASV10536	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10537	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV10538	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV10539	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14
ASV10540	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10541	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45_genus
ASV10542	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV10543	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV10544	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10
ASV10545	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_genus
ASV10546	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV10547	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV10548	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_order	JG30-KF-CM66_fam	JG30-KF-CM66_genus
ASV10549	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaeraceae_genus
ASV10550	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV10551	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV10552	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast
ASV10553	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV10554	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium
ASV10555	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV10556	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV10557	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV10558	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis
ASV10559	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV10560	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	CCD24	CCD24
ASV10561	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10562	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10563	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV10564	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10565	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV10566	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Allokutzneria
ASV10567	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus
ASV10568	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV10569	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV10570	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	UBA12409_genus
ASV10571	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV10572	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacteraceae_genus
ASV10573	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	OPS 17	OPS 17_genus
ASV10574	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV10575	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsterales_fam	Elsterales_genus
ASV10576	Bacteria	Chloroflexi	KD4-96	KD4-96_order	KD4-96_fam	KD4-96_genus
ASV10577	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccaceae_genus
ASV10578	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108_order	MB-A2-108_fam	MB-A2-108_genus
ASV10579	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10580	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV10581	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV10582	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera
ASV10583	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV10584	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV10585	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV10586	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter
ASV10587	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetales_fam	Planctomycetales_genus
ASV10588	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmata_GpII	Thermoplasmata_GpII_fam	Thermoplasmata_GpII_genus
ASV10589	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV10590	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Krasilnikovia
ASV10591	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Aquaspirillum
ASV10592	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV10593	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_genus
ASV10594	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV10595	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae_genus
ASV10596	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_order	Alphaproteobacteria_fam	Alphaproteobacteria_genus
ASV10597	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV10598	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119
ASV10599	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV10600	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV10601	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV10602	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV10603	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV10604	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microbispora
ASV10605	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV10606	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV10607	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV10608	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV10609	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV10610	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
