Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description
Nem.285	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.6500	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.285.SingleWorm.SK.13
Nem.286	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.1220	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.286.SingleWorm.SK.13
Nem.287	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.0001	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.287.SingleWorm.SK.13
Nem.288	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	2.2400	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.288.SingleWorm.SK.13
Nem.289	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Tylencholaimoidea	Leptonchidae	Leptochinae	Proleptonchus	Proleptonchus sp.	Fungivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.0001	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.289.SingleWorm.SK.13
Nem.29	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.1280	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.29.SingleWorm.SK.16
Nem.290	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	2.0200	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.290.SingleWorm.SK.13
Nem.291	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.1440	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.291.SingleWorm.SK.13
Nem.292	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.2000	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.292.SingleWorm.SK.13
Nem.293	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	1.7400	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.293.SingleWorm.SK.13
Nem.294	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	3.8800	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.294.SingleWorm.SK.13
Nem.295	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.9460	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.295.SingleWorm.SK.13
Nem.296	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	1.4200	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.296.SingleWorm.SK.13
Nem.297	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.1100	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.297.SingleWorm.SK.13
Nem.298	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcella	Aporcella sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.0001	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.298.SingleWorm.SK.13
Nem.299	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	2.0800	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.299.SingleWorm.SK.13
Nem.3	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Wilsonematinae	Tylocephalus	Tylocephalus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.2300	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.3.SingleWorm.SK.16
Nem.30	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	2.8000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.30.SingleWorm.SK.16
Nem.300	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	1.0700	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.300.SingleWorm.SK.13
Nem.301	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.6700	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.301.SingleWorm.SK.13
Nem.302	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.1100	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.302.SingleWorm.SK.13
Nem.303	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.2420	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.303.SingleWorm.SK.13
Nem.304	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.1260	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.304.SingleWorm.SK.13
Nem.305	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	2.7400	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.305.SingleWorm.SK.13
Nem.307	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.5980	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.307.SingleWorm.SK.13
Nem.308	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.1200	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.308.SingleWorm.SK.13
Nem.309	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.4840	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.309.SingleWorm.SK.13
Nem.31	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.1040	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.31.SingleWorm.SK.08
Nem.310	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.0001	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.310.SingleWorm.SK.13
Nem.311	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	1.5100	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.311.SingleWorm.SK.13
Nem.312	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	1.7200	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.312.SingleWorm.SK.13
Nem.313	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.1440	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.313.SingleWorm.SK.13
Nem.314	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.13	Native.grass	0.0001	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	Nem.314.SingleWorm.SK.13
Nem.317	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Nygolaimina	Nygolaimina infraorder	Nygolaimoidea	Nygolaimidae	Nygolaiminae	Nygolaimus	Nygolaimus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.2420	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.317.SingleWorm.SK.18
Nem.318	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1460	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.318.SingleWorm.SK.18
Nem.319	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1220	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.319.SingleWorm.SK.18
Nem.32	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.2360	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.32.SingleWorm.SK.08
Nem.320	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1580	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.320.SingleWorm.SK.18
Nem.321	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1140	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.321.SingleWorm.SK.18
Nem.322	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.322.SingleWorm.SK.18
Nem.323	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1060	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.323.SingleWorm.SK.18
Nem.324	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1200	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.324.SingleWorm.SK.18
Nem.325	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1060	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.325.SingleWorm.SK.18
Nem.326	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1420	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.326.SingleWorm.SK.18
Nem.327	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.327.SingleWorm.SK.18
Nem.328	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.2780	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.328.SingleWorm.SK.18
Nem.329	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.329.SingleWorm.SK.18
Nem.33	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.3320	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.33.SingleWorm.SK.08
Nem.330	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1180	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.330.SingleWorm.SK.18
Nem.331	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.331.SingleWorm.SK.18
Nem.332	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1260	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.332.SingleWorm.SK.18
Nem.333	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1520	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.333.SingleWorm.SK.18
Nem.334	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1620	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.334.SingleWorm.SK.18
Nem.335	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.335.SingleWorm.SK.18
Nem.336	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1000	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.336.SingleWorm.SK.18
Nem.337	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1320	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.337.SingleWorm.SK.18
Nem.338	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Tylencholaimoidea	Tylencholaimidae	Tylencholaiminae	Tylencholaimus	Tylencholaimus sp.	Fungivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1540	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.338.SingleWorm.SK.18
Nem.339	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1320	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.339.SingleWorm.SK.18
Nem.34	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.1840	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	Nem.34.SingleWorm.SK.08
